         788351 function calls (782314 primitive calls) in 19.808 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      148    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/_parser.py:166(__setitem__)
        1    0.000    0.000    0.000    0.000 /home/pi/Lightshow/git/rgb_matrix_lib/drawing_objects.py:7(ShapeType)
       25    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/_compiler.py:465(_get_charset_prefix)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/memmap.py:1(<module>)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/ma/core.py:1146(__init__)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/_type_aliases.py:44(_bits_of)
       65    0.000    0.000    0.000    0.000 {built-in method fromkeys}
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.11/enum.py:1369(_iter_member_by_def_)
       32    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       21    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ipaddress.py:1161(_make_netmask)
      218    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:413(has_location)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/_ufunc_config.py:33(seterr)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/threading.py:288(wait)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/polynomial/polyutils.py:1(<module>)
       46    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ipaddress.py:1755(_parse_hextet)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/ma/core.py:2966(__array_finalize__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/multiprocessing/context.py:85(BoundedSemaphore)
      506    0.000    0.000    0.000    0.000 /usr/lib/python3.11/enum.py:1147(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/_asarray.py:1(<module>)
      541    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
       52    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/_add_newdocs.py:6753(refer_to_array_attribute)
       20    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/_compiler.py:405(_generate_overlap_table)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/Image.py:177(Resampling)
        1    0.000    0.000    0.000    0.000 {built-in method _thread.start_new_thread}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/ExifTags.py:343(Interop)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/polynomial/_polybase.py:18(ABCPolyBase)
      408    0.000    0.000    0.000    0.000 /usr/lib/python3.11/enum.py:234(__init__)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ctypes/__init__.py:144(_check_size)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/_ufunc_config.py:430(__enter__)
        1    0.000    0.000    0.000    0.000 /home/pi/Lightshow/git/rgb_matrix_lib/debug.py:16(Component)
      177    0.000    0.000    0.000    0.000 /usr/lib/python3.11/selectors.py:275(_key_from_fd)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/ExifTags.py:351(IFD)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pickle.py:1137(_Unpickler)
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:254(_requires_builtin_wrapper)
      344    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
       41    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/_add_newdocs_scalars.py:83(<genexpr>)
       48    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/_parser.py:73(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/multiprocessing/synchronize.py:144(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/_globals.py:93(_CopyMode)
       28    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/Image.py:168(Transform)
      342    0.000    0.000    0.000    0.000 /usr/lib/python3.11/enum.py:1248(value)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ctypes/__init__.py:503(PYFUNCTYPE)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.11/random.py:119(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/threading.py:849(__init__)
        1    0.000    0.000    0.000    0.000 /home/pi/Lightshow/git/rgb_matrix_lib/fonts.py:19(FontManager)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/_string_helpers.py:9(<listcomp>)
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.11/typing.py:287(_deduplicate)
       48    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/_parser.py:954(fix_flags)
      177    0.000    0.000    0.000    0.000 {method 'register' of 'select.poll' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ctypes/__init__.py:264(_reset_cache)
        8    0.000    0.000    0.000    0.000 <frozen os>:674(__getitem__)
       61    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/compat/_inspect.py:144(<lambda>)
       93    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/compat/_inspect.py:131(strseq)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/Image.py:196(Dither)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/Image.py:209(Quantize)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/ma/core.py:3115(view)
      102    0.000    0.000    0.000    0.000 /usr/lib/python3.11/enum.py:224(__set_name__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/numerictypes.py:588(_register_types)
    30/29    0.000    0.000    0.000    0.000 /usr/lib/python3.11/typing.py:1351(__hash__)
       90    0.000    0.000    0.000    0.000 /usr/lib/python3.11/typing.py:1345(__eq__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/random.py:128(seed)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/typing.py:818(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pathlib.py:869(__new__)
      328    0.000    0.000    0.000    0.000 /usr/lib/python3.11/enum.py:1243(name)
        1    0.000    0.000    0.000    0.000 <frozen os>:48(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/__future__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/_type_aliases.py:211(_set_array_types)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/linalg/linalg.py:74(_determine_error_states)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ctypes/__init__.py:72(CFUNCTYPE)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pathlib.py:485(_parse_args)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        1    0.000    0.000    0.000    0.000 /home/pi/Lightshow/git/pixil_utils/script_manager.py:1(<module>)
       79    0.000    0.000    0.000    0.000 {method 'remove' of 'collections.deque' objects}
       82    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/overrides.py:121(decorator)
      399    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
       82    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/overrides.py:110(set_module)
      110    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
      177    0.000    0.000    0.000    0.000 /usr/lib/python3.11/selectors.py:63(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.compile}
      177    0.000    0.000    0.000    0.000 {built-in method select.poll}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/multiprocessing/context.py:30(BaseContext)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pathlib.py:505(_from_parts)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.11/tempfile.py:281(rng)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/_machar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/ma/core.py:6533(__array_finalize__)
      105    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/_compiler.py:31(_combine_flags)
       25    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ipaddress.py:474(_prefix_from_prefix_string)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.11/enum.py:349(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/ma/core.py:6709(__init__)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.11/typing.py:1624(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/ImageFont.py:41(Layout)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/datetime.py:2297(timezone)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/subprocess.py:749(Popen)
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:778(__contains__)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.11/random.py:480(choices)
      171    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1122(get_filename)
      177    0.000    0.000    0.000    0.000 /usr/lib/python3.11/multiprocessing/connection.py:138(_check_readable)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/logging/__init__.py:1243(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ctypes/__init__.py:342(__init__)
        1    0.000    0.000    0.000    0.000 /home/pi/Lightshow/git/pixil_utils/file_manager.py:1(<module>)
      179    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/numerictypes.py:440(_construct_lookups)
        1    0.000    0.000    0.000    0.000 {built-in method io.open}
        9    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/overrides.py:23(set_array_function_like_doc)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/lib/format.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/lib/arrayterator.py:1(<module>)
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.11/typing.py:1267(__getattr__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/logging/__init__.py:2081(getLogger)
       34    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ipaddress.py:1888(_split_scope_id)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/polynomial/polynomial.py:1472(Polynomial)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/logging/__init__.py:882(__init__)
      257    0.000    0.000    0.000    0.000 /usr/lib/python3.11/hmac.py:19(<genexpr>)
       24    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/numerictypes.py:513(_scalar_type_key)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.11/multiprocessing/util.py:171(register_after_fork)
       36    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/_string_helpers.py:16(english_lower)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/lib/_iotools.py:450(StringConverter)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:771(get)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.11/enum.py:1359(_iter_member_by_value_)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/getlimits.py:668(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/logging/__init__.py:576(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ipaddress.py:1280(IPv4Address)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/functools.py:188(total_ordering)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/Image.py:496(Image)
       78    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/_internal.py:880(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/_util.py:1(<module>)
      257    0.000    0.000    0.000    0.000 /usr/lib/python3.11/hmac.py:20(<genexpr>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/contextlib.py:260(contextmanager)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/Image.py:204(Palette)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.11/enum.py:967(_find_data_repr_)
        2    0.000    0.000    0.000    0.000 {function Random.seed at 0x7f852d20c0}
       27    0.000    0.000    0.000    0.000 /usr/lib/python3.11/enum.py:1150(_generate_next_value_)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.11/datetime.py:1677(__new__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pathlib.py:55(parse_parts)
      171    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:931(create_module)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/_add_newdocs_scalars.py:18(numeric_type_aliases)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/fnmatch.py:1(<module>)
       30    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/_type_aliases.py:203(_add_array_type)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/_dtype_ctypes.py:71(_from_ctypes_scalar)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/_ufunc_config.py:435(__exit__)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/_compiler.py:389(_bytes_to_codes)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/multiprocessing/__init__.py:22(<listcomp>)
       32    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/_type_aliases.py:46(<genexpr>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/datetime.py:765(__neg__)
        8    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/logging/__init__.py:1327(getLogger)
       38    0.000    0.000    0.000    0.000 /usr/lib/python3.11/multiprocessing/__init__.py:23(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/lib/_version.py:1(<module>)
      119    0.000    0.000    0.000    0.000 /usr/lib/python3.11/typing.py:1338(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/numeric.py:150(ones)
    60/55    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/__config__.py:1(<module>)
        2    0.000    0.000    0.000    0.000 <frozen os>:682(__setitem__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/multiprocessing/connection.py:515(Pipe)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/ImageColor.py:1(<module>)
       93    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/_compiler.py:426(_get_iscased)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/Image.py:3561(_apply_env_variables)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/_version.py:20(get_versions)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.11/typing.py:1674(__hash__)
      177    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
       14    0.000    0.000    0.000    0.000 <frozen os>:756(encode)
      138    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        8    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/_ufunc_config.py:132(geterr)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/defchararray.py:1908(chararray)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/_type_aliases.py:74(_add_types)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/lib/ufunclike.py:58(_fix_and_maybe_deprecate_out_named_y)
        2    0.000    0.000    0.000    0.000 {built-in method posix.uname}
      102    0.000    0.000    0.000    0.000 /usr/lib/python3.11/enum.py:919(<lambda>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/ImageMode.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/_pytesttester.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/weakref.py:104(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ipaddress.py:1917(IPv6Address)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/_add_newdocs_scalars.py:54(_get_platform_and_machine)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.11/functools.py:479(lru_cache)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.11/random.py:493(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/contextlib.py:77(__call__)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/_add_newdocs_scalars.py:19(type_aliases_gen)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.11/threading.py:236(__init__)
      177    0.000    0.000    0.000    0.000 /usr/lib/python3.11/selectors.py:199(__enter__)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.11/weakref.py:164(__setitem__)
       38    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        3    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/lib/ufunclike.py:41(_fix_out_named_y)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.11/warnings.py:181(_add_filter)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.11/typing.py:1637(__hash__)
       55    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/datetime.py:1669(datetime)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/json/__init__.py:299(loads)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/selectors.py:583(_can_use)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pathlib.py:858(Path)
       61    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/_type_aliases.py:123(_add_integer_aliases)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/_dtype.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/argparse.py:1154(_SubParsersAction)
      288    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ipaddress.py:671(_BaseNetwork)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/argparse.py:166(HelpFormatter)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/threading.py:555(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/polynomial/hermite_e.py:1650(HermiteE)
       54    0.000    0.000    0.000    0.000 /usr/lib/python3.11/enum.py:433(<genexpr>)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/lib/mixins.py:26(_reflected_binary_method)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/polynomial/hermite.py:1658(Hermite)
       24    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
       16    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/_parser.py:295(checkgroupname)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(concatenate)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/subprocess.py:695(_use_posix_spawn)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/ma/core.py:2940(_update_from)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pathlib.py:766(__truediv__)
      110    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ipaddress.py:574(__int__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/__init__.py:187(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/multiprocessing/process.py:71(BaseProcess)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/ma/core.py:2544(_arraymethod)
       21    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/multiprocessing/queues.py:71(_reset)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/tempfile.py:820(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/polynomial/legendre.py:1619(Legendre)
        2    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
       85    0.000    0.000    0.000    0.000 /usr/lib/python3.11/_compat_pickle.py:167(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/pi/Lightshow/git/rgb_matrix_lib/drawing_objects.py:20(DrawingObject)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/json/decoder.py:332(decode)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/arrayprint.py:503(decorating_function)
       63    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/polynomial/laguerre.py:1606(Laguerre)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.11/enum.py:923(<dictcomp>)
       48    0.000    0.000    0.000    0.000 /usr/lib/python3.11/collections/__init__.py:422(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/threading.py:1008(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/logging/__init__.py:1803(LoggerAdapter)
      117    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
       91    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/_distutils_hack/__init__.py:96(<lambda>)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.11/enum.py:116(_iter_bits_lsb)
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/lib/ufunclike.py:16(_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pathlib.py:531(_make_child)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/matrixlib/defmatrix.py:72(matrix)
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.11/typing.py:1632(__eq__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/lib/polynomial.py:1076(poly1d)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/threading.py:838(Thread)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pickle.py:407(_Pickler)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.11/datetime.py:515(_check_date_fields)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/datetime.py:1340(__new__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/multiprocessing/queues.py:35(Queue)
        1    0.000    0.000    0.000    0.000 /home/pi/Lightshow/git/Pixil.py:25(is_headless)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/enum.py:1748(<listcomp>)
       25    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ipaddress.py:431(_ip_int_from_prefix)
        2    0.000    0.000    0.000    0.000 <frozen posixpath>:71(join)
        1    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
        1    0.000    0.000    0.000    0.000 {built-in method posix.pipe}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/socket.py:214(socket)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/random.py:103(Random)
        3    0.000    0.000    0.000    0.000 /home/pi/Lightshow/git/pixil_utils/array_manager.py:118(_process_escape_sequences)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/_parser.py:256(getwhile)
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.11/enum.py:797(__iter__)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.11/_weakrefset.py:37(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/_internal.py:239(_missing_ctypes)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/datetime.py:923(__new__)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(copyto)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/warnings.py:165(simplefilter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/datetime.py:893(date)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/_internal.py:917(npy_ctypes_check)
       46    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
        2    0.000    0.000    0.000    0.000 /home/pi/Lightshow/git/pixil_utils/array_manager.py:12(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/logging/__init__.py:1432(Logger)
      124    0.000    0.000    0.000    0.000 {built-in method math.floor}
        9    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
       13    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/lib/mixins.py:36(_inplace_binary_method)
       32    0.000    0.000    0.000    0.000 {built-in method math.sin}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/_type_aliases.py:151(_set_up_aliases)
       25    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1220(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/ImageDraw.py:48(ImageDraw)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/logging/__init__.py:863(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/numbers.py:294(Integral)
       64    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:397(abspath)
      108    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        4    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/logging/__init__.py:912(createLock)
      113    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
      113    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/threading.py:583(set)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/_dtype_ctypes.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/lib/mixins.py:51(_unary_method)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/multiprocessing/connection.py:114(_ConnectionBase)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/logging/__init__.py:435(validate)
